保險其他營業成本,保險服務結果,停業單位損益,公司代號,公司名稱,其他收益及費損淨額,其他營業結果,其他綜合損益,其他綜合損益（淨額）,其他綜合損益（稅後淨額）,其他綜合損益（稅後）,利息以外淨損益,利息以外淨收益,利息淨收益,原始認列生物資產及農產品之利益（損失）,合併前非屬共同控制股權損益,合併前非屬共同控制股權綜合損益淨額,呆帳費用、承諾及保證責任準備提存,基本每股盈餘,基本每股盈餘（元）,季別,已實現銷貨（損）益,市場,年度,所得稅費用（利益）,所得稅（費用）利益,支出,支出及費用,收入,收益,未實現銷貨（損）益,本期其他綜合損益（稅後淨額）,本期淨利（淨損）,本期稅後淨利（淨損）,本期綜合損益總額,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於母公司業主,淨利（損）歸屬於非控制權益,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,淨收益,營業利益,營業利益（損失）,營業外損益,營業外收入及支出,營業成本,營業收入,營業毛利（毛損）,營業毛利（毛損）淨額,營業費用,生物資產當期公允價值減出售成本之變動利益（損失）,稅前淨利（淨損）,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於非控制權益,繼續營業單位本期淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,繼續營業單位本期純益（純損）,繼續營業單位稅前損益,繼續營業單位稅前淨利（淨損）,繼續營業單位稅前純益（純損）,財務結果
,,,6225,天瀚,,,,56,,,,,,,,,,,-0.11,1,,上市,115,0,,,,,,,,-3081,,-3025,,,,,0,-3081,0,,,-9048,,5967,5271,6077,806,806,9854,,-3081,0,-3025,0,-3081,,,,,,
,,0,6226,光鼎,,,,78709,,,,,,,,,,,0.01,1,,上市,115,-693,,,,,,,,1156,,79865,,,,,,1156,0,,,-9659,,10122,105961,151704,45743,45743,55402,,463,,79865,0,1156,,,,,,
,,,6230,尼得科超眾,,,,134889,,,,,,,,,,,-0.91,1,,上市,115,-3109,,,,,,,,-78432,,56457,,,,,,-78432,,,,16563,,-98104,1825407,2221271,395864,395864,379301,,-81541,,56457,,-78432,,,,,,
,,,6235,華孚,,,,153780,,,,,,,,,,,0.30,1,,上市,115,18623,,,,,,,,60646,,214426,,,,,,60646,,,,107878,,-28609,1240910,1642000,401090,401090,293212,,79269,,214426,,60646,,,,,,
,,,6239,力成,,,,227328,,,,,,,,,,,2.50,1,,上市,115,770277,,,,,,,,2386831,,2614159,,,,,,1844043,542788,,,2760690,,396418,17170249,21314167,4143918,4143918,1383228,,3157108,,2075121,539038,2386831,,,,,,
,,,6243,迅杰,,,,0,,,,,,,,,,,-0.03,1,,上市,115,-162,,,,,,,,-1497,,-1497,,,,,,,,,,-16222,,14563,36229,90026,53797,53797,70019,,-1659,,,,-1497,,,,,,
,,,6257,矽格,,,,910708,,,,,,,,,,,2.10,1,,上市,115,258007,,,,,,,,1121708,,2032416,,,,,,1005655,116053,,,1184017,,195698,3617841,5293776,1675935,1675935,491918,,1379715,,1921842,110574,1121708,,,,,,
,,,6269,台郡,,,,393273,,,,,,,,,,,-2.60,1,,上市,115,-164328,,,,,,,,-817437,,-424164,,,,,,-829726,12289,,,-999753,,17988,5542613,5467013,-75600,-75600,924153,,-981765,,-436809,12645,-817437,,,,,,
,,0,6271,同欣電,,,,-17526,,,,,,,,,,,1.89,1,,上市,115,71043,,,,,,,,394697,,377171,,,,,0,394293,404,,,393499,,72241,2030694,2819237,788543,788543,395044,,465740,0,377034,137,394697,,,,,,
,,,6272,驊陞,,,,47265,,,,,,,,,,,0.13,1,,上市,115,906,,,,,,,,10815,,58080,,,,,,10397,418,,,17567,,-5846,556397,704351,147954,147954,130387,,11721,,52920,5160,10815,,,,,,
,,,6277,宏正,,,,-14195,,,,,,,,,,,1.08,1,,上市,115,52118,,,,,,,,131741,,117546,,,,,,128893,2848,,,186537,,-2678,514324,1293181,778857,778857,592320,,183859,,116084,1462,131741,,,,,,
,,,6278,台表科,,,,574566,,,,,,,,,,,2.17,1,,上市,115,170919,,,,,,,,628121,,1202687,,,,,,627376,745,,,723987,,75053,11135630,12555084,1419454,1419454,695467,,799040,,1204047,-1360,628121,,,,,,
,,,6281,全國電,,,,,,,,,,,,,,,1.13,1,,上市,115,27977,,,,,,,,111909,,111909,,,,,,,,,,137648,,2238,3475968,4414198,938230,938230,800582,,139886,,,,111909,,,,,,
,,0,6282,康舒,,,,354770,,,,,,,,,,,0.27,1,,上市,115,94803,,,,,,,,231311,,586081,,,,,,234317,-3006,,,251481,,74633,6487847,8580758,2092911,2092911,1841430,,326114,,579513,6568,231311,,,,,,
,,,6283,淳安,,,,46008,,,,,,,,,,,-0.07,1,,上市,115,-719,,,,,,,,-10499,,35509,,,,,,-10248,-251,,,-32721,,21503,376946,421680,44734,44734,77455,,-11218,,27349,8160,-10499,,,,,,
,,,6285,啟碁,,,,-544391,,,,,,,,,,,2.36,1,,上市,115,294459,,,,,,,,1132064,,587673,,,,,,1132064,,,,1361560,,64963,25145041,29156181,4011140,4011140,2649580,,1426523,,587673,,1132064,,,,,,
,,,6405,悅城,,,,155821,,,,,,,,,,,-0.26,1,,上市,115,-23,,,,,,,,-17353,,138468,,,,,,,,,,-24742,,7366,9445,77,-9368,-9368,15374,,-17376,,,,-17353,,,,,,
,,,6409,旭隼,,,,384084,,,,,,,,,,,4.46,1,,上市,115,106071,,,,,,,,391509,,775593,,,,,,391509,,,,761311,,-263731,3107311,4204594,1097283,1097283,335972,,497580,,775593,,391509,,,,,,
,,,6412,群電,,,,281886,,,,,,,,,,,1.01,1,,上市,115,70170,,,,,,,,404206,,686092,,,,,,404206,,,,334154,,140222,6543284,7783863,1240579,1240579,906425,,474376,,686092,,404206,,,,,,
,,0,6414,樺漢,,,,199648,,,,,,,,,,,5.15,1,,上市,115,571474,,,,,,,,1842538,,2042186,,,,,,751782,1090756,,,1991965,,422047,29649485,37112748,7463263,7463263,5471298,,2414012,,1122261,919925,1842538,,,,,,
,,,6415,矽力*-KY,-8,,,903179,,,,,,,,,,,1.98,1,,上市,115,48909,,,,,,,,737902,,1641081,,,,,,768710,-30808,,,390077,,396734,2516587,4860017,2343430,2343430,1953345,,786811,,1658510,-17429,737902,,,,,,
,,,6416,瑞祺電通,,,,4263,,,,,,,,,,,1.35,1,,上市,115,38070,,,,,,,,97748,,102011,,,,,,99022,-1274,,,132488,,3330,786246,1057732,271486,271486,138998,,135818,,102754,-743,97748,,,,,,
,,,6426,統新,,,,384,,,,,,,,,,,0.74,1,,上市,115,-977,,,,,,,,28453,,28837,,,,,,28453,,,,19307,,8169,93392,154269,60877,60877,41570,,27476,,28837,,28453,,,,,,
,,,6431,光麗-KY,,,,14883,,,,,,,,,,,-0.40,1,,上市,115,0,,,,,,,,-38222,,-23339,,,,,,-38722,500,,,-32996,,-5226,66289,85846,19557,19557,52553,,-38222,,-23839,500,-38222,,,,,,
,,,6438,迅得,,,,287245,,,,,,,,,,,1.76,1,,上市,115,41884,,,,,,,,142183,,429428,,,,,,144835,-2652,,,193997,,-9930,1283945,1744783,460838,460838,266841,,184067,,432616,-3188,142183,,,,,,
,,,6442,光聖,,,,508877,,,,,,,,,,,7.82,1,,上市,115,209541,,,,,,,,606226,,1115103,,,,,,606763,-537,,,714267,,101500,1206501,2705681,1499180,1499180,784913,,815767,,1115640,-537,606226,,,,,,
,,,6443,元晶,-480,,,3047,,,,,,,,,,,-0.20,1,-107,上市,115,2066,,,,,,,,-100635,,-97588,,,,,,-100631,-4,,,-76327,,-22242,427024,406130,-20894,-21001,54846,,-98569,,-97584,-4,-100635,,,,,,
,,,6446,藥華藥,,,,243020,,,,,,,,,,,5.79,1,,上市,115,185954,,,,,,,,2149627,,2392647,,,,,,2149627,,,,2087077,,248504,621281,5121378,4500097,4500097,2413020,,2335581,,2392647,,2149627,,,,,,
,,,6449,鈺邦,,,,661496,,,,,,,,,,,2.11,1,,上市,115,58463,,,,,,,,181656,,843152,,,,,,186006,-4350,,,216692,,23427,713112,1128235,415123,415123,198431,,240119,,847502,-4350,181656,,,,,,
,,,6451,訊芯-KY,,,,468666,,,,,,,,,,,-1.45,1,,上市,115,62388,,,,,,,,-147212,,321454,,,,,,-153774,6562,,,-80419,,-4405,1367610,1553381,185771,185771,266190,,-84824,,289188,32266,-147212,,,,,,
,,,6456,GIS-KY,,,,794239,,,,,,,,,,,-0.61,1,,上市,115,35055,,,,,,,,-203820,,590419,,,,,,-204281,461,,,-321382,,152617,15277350,16077548,800198,800198,1121580,,-168765,,589152,1267,-203820,,,,,,
,,,6464,台數科,,,,-1504,,,,,,,,,,,1.39,1,,上市,115,51511,,,,,,,,181997,,180493,,,,,,179506,2491,,,288409,,-54901,502683,1039000,536317,536317,247908,,233508,,179020,1473,181997,,,,,,
,,-14449,6472,保瑞,,,,225284,,,,,,,,,,,0.21,1,5564,上市,115,174254,,,,,,6934,,32449,,257733,,,,,,25838,6611,,,407236,,-186084,2558603,4001231,1442628,1441258,1034022,,221152,,251120,6613,46898,,,,,,
,,,6477,安集,,,,-4576,,,,,,,,,,,-0.02,1,,上市,115,2731,,,,,,,,-251,,-4827,,,,,,-1883,1632,,,28969,,-26489,169270,225003,55733,55733,26764,,2480,,-6389,1562,-251,,,,,,
,,,6491,晶碩,,,,25670,,,,,,,,,,,6.06,1,,上市,115,88526,,,,,,,,477885,,503555,,,,,,472275,5610,,,542809,,23602,880120,1885667,1005547,1005547,462738,,566411,,496848,6707,477885,,,,,,
,,,6504,南六,,,,73200,,,,,,,,,,,0.10,1,,上市,115,33038,,,,,,,,7381,,80581,,,,,,7373,8,,,68162,,-27743,1371772,1590980,219208,219208,151046,,40419,,80569,12,7381,,,,,,
,,,6505,台塑化,,,,10378189,,,,,,,,,,,2.14,1,,上市,115,5209581,,,,,,,,20406610,,30784799,,,,,,20407731,-1121,,,24513957,,1102234,134798531,161989437,27190906,27190906,2676949,,25616191,,30704974,79825,20406610,,,,,,
,,,6515,穎崴,,,,15937,,,,,,,,,,,19.54,1,,上市,115,175477,,,,,,,,698551,,714488,,,,,,698551,,,,776696,,97332,1698659,2980415,1281756,1281756,505060,,874028,,714488,,698551,,,,,,
,,,6525,捷敏-KY,,,,127044,,,,,,,,,,,1.62,1,,上市,115,54316,,,,,,,,208716,,335760,,,,,,208716,,,,259528,,3504,1002466,1357265,354799,354799,95271,,263032,,335760,,208716,,,,,,
,,,6526,達發,,,,91370,,,,,,,,,,,4.47,1,,上市,115,149188,,,,,,,,745800,,837170,,,,,,748032,-2232,,,815987,,79001,2578964,5455465,2876501,2876501,2060514,,894988,,839402,-2232,745800,,,,,,
,,,6531,愛普*,,,,48131,,,,,,,,,,,4.15,1,,上市,115,165725,,,,,,,,659966,,708097,,,,,,676217,-16251,,,588249,,237442,1130086,2099951,969865,969865,381616,,825691,,723478,-15381,659966,,,,,,
,,,6533,晶心科,,,,2796,,,,,,,,,,,-3.28,1,,上市,115,-25688,,,,,,,,-166231,,-163435,,,,,,-166231,,,,-202956,,11037,374,326356,325982,325982,528938,,-191919,,-163435,,-166231,,,,,,
,,,6534,正瀚-創,,,,5754,,,,,,,,,,,4.15,1,,上市,115,105548,,,,,,,,426698,,432452,,,,,,426698,0,,,518169,,14077,120107,869503,749396,749396,231227,,532246,,432452,0,426698,,,,,,
,,,6541,泰福-KY,,,,55238,,,,,,,,,,,-1.47,1,,上市,115,27,,,,,,,,-388723,,-333485,,,,,,-388723,,,,-400231,,11535,399358,132827,-266531,-266531,133700,,-388696,,-333485,,-388723,,,,,,
,,,6550,北極星藥業-KY,,,,83341,,,,,,,,,,,-0.64,1,,上市,115,-2099,,,,,,,,-553785,,-470444,,,,,,-553785,0,,,-556353,,469,83052,37091,-45961,-45961,510392,,-555884,,-470444,0,-553785,,,,,,
,,,6552,易華電,,,,31212,,,,,,,,,,,-0.65,1,,上市,115,3211,,,,,,,,-54116,,-22904,,,,,,,,,,-67248,,16343,314984,289330,-25654,-25654,41594,,-50905,,,,-54116,,,,,,
,,,6558,興能高,,,,18677,,,,,,,,,,,-0.35,1,,上市,115,-10,,,,,,,,-32476,,-13799,,,,,,-32476,,,,-41407,,8921,198826,227992,29166,29166,70573,,-32486,,-13799,,-32476,,,,,,
,,,6573,虹揚-KY,,,,15567,,,,,,,,,,,-0.40,1,,上市,115,299,,,,,,,,-31094,,-15527,,,,,0,-31901,807,,,-29218,,-1577,157554,177165,19611,19611,48829,,-30795,0,-16424,897,-31094,,,,,,
,,,6579,研揚,,,,3832,,,,,,,,,,,3.81,1,,上市,115,59278,,,,,,,,520720,,524552,,,,,,478353,42367,,,209639,,370359,1570725,2410208,839483,839483,629844,,579998,,477825,46727,520720,,,,,,
,,,6581,鋼聯,,,,,,,,,,,,,,,1.17,1,,上市,115,37893,,,,,,,,130222,,130222,,,,,,130222,,,,168083,,32,204254,435086,230832,230832,62749,,168115,,130222,,130222,,,,,,
,,,6582,申豐,,,,120749,,,,,,,,,,,-0.26,1,,上市,115,-4693,,,,,,,,-27168,,93581,,,,,,-27168,,,,-45901,,14040,117175,104101,-13074,-13074,32827,,-31861,,93581,,-27168,,,,,,
,,,6585,鼎基,,,,7239,,,,,,,,,,,1.86,1,,上市,115,39071,,,,,,,,134413,,141652,,,,,,134413,,,,148809,,24675,475047,727297,252250,252250,103441,,173484,,141652,,134413,,,,,,
,,,6589,台康生技,,,,-3709,,,,,,,,,,,-0.47,1,,上市,115,406,,,,,,,,-142242,,-145951,,,,,,-142242,,,,-207240,,65404,243479,308435,64956,64956,272196,,-141836,,-145951,,-142242,,,,,,
,,,6591,動力-KY,,,,42993,,,,,,,,,,,0.75,1,,上市,115,8797,,,,,,,,30364,,73357,,,,,,30943,-579,,,-4510,,43671,245731,325120,79389,79389,83899,,39161,,73936,-579,30364,,,,,,
,,,6592,和潤企業,,,,282726,,,,,,,,,,,0.76,1,,上市,115,276772,,,,,,,,922916,,1205642,,,,,,908070,14846,,,1112669,,87019,2216350,5805627,3589277,3589277,2476608,,1199688,,1106762,98880,922916,,,,,,
,,,6598,ABC-KY,,,,10600,,,,,,,,,,,0.20,1,,上市,115,0,,,,,,,,20979,,31579,,,,,,20979,,,,17966,,3013,76934,217115,140181,140181,122215,,20979,,31579,,20979,,,,,,
,,,6605,帝寶,,,,7942,,,,,,,,,,,4.41,1,,上市,115,217734,,,,,,,,733646,,741588,,,,,,732007,1639,,,866034,,85346,3147115,4732845,1585730,1585730,719696,,951380,,722854,18734,733646,,,,,,
,,-270,6606,建德工業,,,,38647,,,,,,,,,,,0.26,1,,上市,115,21113,,,,,,,,29205,,67852,,,,,,29102,103,,,47168,,3420,113493,191808,78315,78315,31147,,50588,,66695,1157,29475,,,,,,
,,,6614,資拓宏宇,,,,,,,,,,,,,,,0.16,1,,上市,115,2772,,,,,,,,12934,,12934,,,,,,12934,,,,14756,,950,1108892,1248020,139128,139128,124372,,15706,,12934,,12934,,,,,,
,,,6625,必應,,,,15028,,,,,,,,,,,1.42,1,,上市,115,23744,,,,,,,,81960,,96988,,,,,,82029,-69,,,101772,,3932,617705,771910,154205,154205,52433,,105704,,97057,-69,81960,,,,,,
,,,6641,基士德-KY,,,,34293,,,,,,,,,,,0.02,1,,上市,115,-13301,,,,,,,,-3248,,31045,,,,,,884,-4132,,,-26485,,9936,263144,380896,117752,117752,144237,,-16549,,35384,-4339,-3248,,,,,,
,,,6645,金萬林-創,,,,223,,,,,,,,,,,-0.76,1,,上市,115,375,,,,,,,,-47713,,-47490,,,,,,-45795,-1918,,,-42376,,-4962,109192,123596,14404,14404,56780,,-47338,,-45572,-1918,-47713,,,,,,
,,,6655,科定,,,,80821,,,,,,,,,,,0.95,1,,上市,115,19876,,,,,,,,75278,,156099,,,,,,74535,743,,,96868,,-1714,346895,687007,340112,340112,243244,,95154,,155356,743,75278,,,,,,
,,,6657,華安,,,,83,,,,,,,,,,,-0.53,1,,上市,115,,,,,,,,,-46308,,-46225,,,,,,-46308,,,,-50802,,4494,349,1391,1042,1042,51844,,-46308,,-46225,,-46308,,,,,,
,,,6658,聯策,,,,48131,,,,,,,,,,,1.63,1,,上市,115,20361,,,,,,,,55013,,103144,,,,,,59134,-4121,,,71812,,3562,470761,619418,148657,148657,76845,,75374,,107265,-4121,55013,,,,,,
,,,6666,羅麗芬-KY,,,,48571,,,,,,,,,,,0.32,1,,上市,115,5516,,,,,,,,10619,,59190,,,,,,14938,-4319,,,8613,,7522,80746,227573,146827,146827,138214,,16135,,62860,-3670,10619,,,,,,
,,,6668,中揚光,,,,52021,,,,,,,,,,,-0.62,1,,上市,115,476,,,,,,,,-66026,,-14005,,,,,,-66026,,,,-64011,,-1539,236178,266191,30013,30013,94024,,-65550,,-14005,,-66026,,,,,,
,,,6669,緯穎,,,,1489626,,,,,,,,,,,75.95,1,,上市,115,3819977,,,,,,,,14114409,,15604035,,,,,,14114409,,,,17458392,,475994,255626566,276507734,20881168,20881168,3422776,,17934386,,15604035,,14114409,,,,,,
,,,6670,復盛應用,,,,328996,,,,,,,,,,,6.96,1,,上市,115,298511,,,,,,,,1034036,,1363032,,,,,,970370,63666,,,1265065,,67482,6436116,8468855,2032739,2032739,767674,,1332547,,1266094,96938,1034036,,,,,,
,,,6671,三能-KY,,,,37392,,,,,,,,,,,0.26,1,,上市,115,5649,,,,,,,,15864,,53256,,,,,,15509,355,,,16408,,5105,224367,365756,141389,141389,124981,,21513,,52328,928,15864,,,,,,
,,,6672,騰輝電子-KY,,,,88979,,,,,,,,,,,1.73,1,,上市,115,24894,,,,,,,,123588,,212567,,,,,,123588,,,,145352,,3130,822050,1245827,423777,423777,278425,,148482,,212567,,123588,,,,,,
,,,6674,鋐寶科技,,,,-47,,,,,,,,,,,-1.04,1,,上市,115,0,,,,,,,,-70039,,-70086,,,,,,-70039,,,,-62844,,-7195,94988,112132,17144,17144,79988,,-70039,,-70086,,-70039,,,,,,
,,,6689,伊雲谷,,,,31681,,,,,,,,,,,0.53,1,,上市,115,5887,,,,,,,,34198,,65879,,,,,,35920,-1722,,,27090,,12995,2702957,2999372,296415,296415,269325,,40085,,67220,-1341,34198,,,,,,
,,,6691,洋基工程,,,,28367,,,,,,,,,,,7.19,1,,上市,115,233735,,,,,,,,866940,,895307,,,,,,866940,,,,1098330,,2345,5693875,6977227,1283352,1283352,185022,,1100675,,895307,,866940,,,,,,
,,,6695,芯鼎,,,,,,,,,,,,,,,-0.68,1,,上市,115,,,,,,,,,-65017,,-65017,,,,,,-65017,,,,-84498,,19481,157019,252749,95730,95730,180228,,-65017,,-65017,,-65017,,,,,,
,,,6698,旭暉應材,,,,12806,,,,,,,,,,,-0.35,1,,上市,115,741,,,,,,,,-24332,,-11526,,,,,,-23244,-1088,,,-27457,,3866,132424,166697,34273,34273,61730,,-23591,,-13683,2157,-24332,,,,,,
,,,6706,惠特,,,,-5177,,,,,,,,,,,-0.96,1,,上市,115,-4889,,,,,,0,,-75349,,-80526,,,,,,-75349,,,,-123330,,43092,163190,159976,-3214,-3214,120116,,-80238,,-80526,,-75349,,,,,,
,,,6715,嘉基,,,,4121,,,,,,,,,,,1.02,1,,上市,115,26914,,,,,,,,59341,,63462,,,,,,67524,-8183,,,81086,,5169,306058,510155,204097,204097,123011,,86255,,71645,-8183,59341,,,,,,
,,,6719,力智,,,,7935,,,,,,,,,,,2.10,1,,上市,115,47304,,,,,,,,221048,,228983,,,,,,221048,,,,180566,,87786,571140,979142,408002,408002,227436,,268352,,228983,,221048,,,,,,
,,,6722,輝創,,,,10714,,,,,,,,,,,0.34,1,,上市,115,14937,,,,,,1151,,29841,,40555,,,,,,29841,,,,18904,,25874,984104,1239132,255028,253877,234973,,44778,,40555,,29841,,,,,,
,,,6742,澤米,,,,1783,,,,,,,,,,,-0.35,1,,上市,115,717,,,,,,,,-24456,,-22673,,,,,,-24456,,,,-30773,,7034,93303,85699,-7604,-7604,23169,,-23739,,-22673,,-24456,,,,,,
,,,6743,安普新,,,,45196,,,,,,,,,,,-0.19,1,,上市,115,13554,,,,,,,,-27701,,17495,,,,,,-27701,,,,20890,,-35037,881380,1083929,202549,202549,181659,,-14147,,17495,,-27701,,,,,,
,,,6753,龍德造船,,,,1691,,,,,,,,,,,2.70,1,,上市,115,80176,,,,,,,,317126,,318817,,,,,,,,,,383922,,13380,886339,1324923,438584,438584,54662,,397302,,,,317126,,,,,,
,,,6754,匯僑設計,,,,22344,,,,,,,,,,,0.12,1,,上市,115,-515,,,,,,,,8198,,30542,,,,,,8198,,,,456,,7227,464387,602033,137646,137646,137190,,7683,,30542,,8198,,,,,,
,,,6756,威鋒電子,,,,68136,,,,,,,,,,,0.64,1,,上市,115,8682,,,,,,,,38308,,106444,,,,,,44595,-6287,,,-50699,,97689,229805,414892,185087,185087,235786,,46990,,111262,-4818,38308,,,,,,
,,,6757,台灣虎航,,,,2929,,,,,,,,,,,2.91,1,,上市,115,333742,,,,,,,,1334954,,1337883,,,,,,,,,,1689426,,-20730,3284854,5537922,2253068,2253068,563642,,1668696,,,,1334954,,,,,,
,,,6768,志強-KY,,,,259448,,,,,,,,,,,1.20,1,,上市,115,114958,,,,,,,,240554,,500002,,,,,,240554,0,,,328815,,26697,4471172,5357007,885835,885835,557020,,355512,,500002,0,240554,,,,,,
,,,6770,力積電,15367559,,,-41,,,,,,,,,,,3.36,1,,上市,115,100704,,,,,,,,14231209,,14231168,,,,,,14231209,,,,14226108,,105805,12184249,13572462,1388213,1388213,2529664,,14331913,,14231168,,14231209,,,,,,
,,,6771,平和環保-創,,,,0,,,,,,,,,,,0.69,1,,上市,115,5509,,,,,,,,21382,,21382,,,,,,21458,-76,,,32282,,-5391,69921,131486,61565,61565,29283,,26891,,21458,-76,21382,,,,,,
,,,6776,展碁國際,,,,14301,,,,,,,,,,,1.14,1,,上市,115,29627,,,,,,,,106313,,120614,,,,,,104144,2169,,,160551,,-24611,7293152,7780255,487103,487103,326552,,135940,,115795,4819,106313,,,,,,
,,,6781,AES-KY,,,,383654,,,,,,,,,,,10.64,1,,上市,115,246955,,,,,,,,908707,,1292361,,,,,,908696,11,,,1094609,,61053,2894382,4529845,1635463,1635463,540854,,1155662,,1292329,32,908707,,,,,,
,,,6782,視陽,,,,79792,,,,,,,,,,,3.82,1,,上市,115,79940,,,,,,,,240589,,320381,,,,,,240471,118,,,345415,,-24886,665635,1228595,562960,562960,217545,,320529,,320263,118,240589,,,,,,
,,,6789,采鈺,138194,,,,,,,,,,,,,,1.50,1,,上市,115,96962,,,,,,,,475899,,475899,,,,,,,,,,536079,,36782,1591323,2348443,757120,757120,359235,,572861,,,,475899,,,,,,
,,,6790,永豐實,,,,95365,,,,,,,,,,,0.83,1,,上市,115,59960,,,,,,,,221950,,317315,,,,,,221950,0,,,259498,,22412,1874943,2624085,749142,749142,489644,,281910,,317315,0,221950,,,,,,
,,,6792,詠業,,,,-5830,,,,,,,,,,,0.53,1,,上市,115,5216,,,,,,,,24668,,18838,,,,,,24668,,,,26461,,3423,229125,338152,109027,109027,82566,,29884,,18838,,24668,,,,,,
,,,6794,向榮生技,,,,,,,,,,,,,,,-0.36,1,,上市,115,,,,,,,,,-23094,,-23094,,,,,,,,,,-26548,,3454,2337,6278,3941,3941,30489,,-23094,,,,-23094,,,,,,
,,,6796,晉弘,,,,342,,,,,,,,,,,-0.32,1,,上市,115,-767,,,,,,,,-12699,,-12357,,,,,,-12699,,,,-19412,,5946,93547,147416,53869,53869,73281,,-13466,,-12357,,-12699,,,,,,
,,,6799,來頡,,,,-133,,,,,,,,,,,1.14,1,,上市,115,13944,,,,,,,,49116,,48983,,,,,,49116,,,,49667,,13393,128900,242388,113488,113488,63821,,63060,,48983,,49116,,,,,,
,,,6805,富世達,,,,167461,,,,,,,,,,,13.38,1,,上市,115,248078,,,,,,,,917260,,1084721,,,,,,917260,,,,1120299,,45039,2832017,4183854,1351837,1351837,231538,,1165338,,1084721,,917260,,,,,,
,,,6807,峰源-KY,,,,6801,,,,,,,,,,,0.63,1,,上市,115,21854,,,,,,,,33788,,40589,,,,,,33788,,,,21290,,34352,675587,816575,140988,140988,119698,,55642,,40589,,33788,,,,,,
,,,6830,汎銓,,,,39015,,,,,,,,,,,-0.61,1,,上市,115,10771,,,,,,,,-31853,,7162,,,,,,-31853,,,,-8825,,-12257,453815,578726,124911,124911,133736,,-21082,,7162,,-31853,,,,,,
,,,6831,邁科,,,,15262,,,,,,,,,,,0.66,1,,上市,115,11147,,,,,,,,44588,,59850,,,,,,44588,,,,55957,,-222,698874,854383,155509,155509,99552,,55735,,59850,,44588,,,,,,
,,,6834,天二科技,,,,-13191,,,,,,,,,,,0.45,1,,上市,115,8226,,,,,,,,39730,,26539,,,,,,39730,,,,35690,,12266,323013,419741,96728,96728,61038,,47956,,26539,,39730,,,,,,
,,,6835,圓裕,,,,-6121,,,,,,,,,,,0.05,1,,上市,115,3261,,,,,,,,3530,,-2591,,,,,,3505,25,,,4507,,2284,481041,576643,95602,95602,91095,,6791,,-2521,-70,3530,,,,,,
,,,6838,台新藥,,,,-190,,,,,,,,,,,-0.10,1,,上市,115,255,,,,,,,,-15252,,-15442,,,,,,-15263,11,,,-10650,,-4347,5933,45422,39489,39489,50139,,-14997,,-15452,10,-15252,,,,,,
,,,6854,錼創科技-KY創,,,,10701,,,,,,,,,,,-2.14,1,,上市,115,21452,,,,,,,,-251877,,-241176,,,,,,-251877,,,,-256333,,25908,172515,135804,-36711,-36711,219622,,-230425,,-241176,,-251877,,,,,,
,,,6861,睿生光電,,,,4495,,,,,,,,,,,2.12,1,,上市,115,24637,,,,,,,,88012,,92507,,,,,,88012,,,,87815,,24834,583306,791041,207735,207735,119920,,112649,,92507,,88012,,,,,,
,,,6862,三集瑞-KY,,,,22702,,,,,,,,,,,1.00,1,,上市,115,20430,,,,,,,,50137,,72839,,,,,,50137,,,,60748,,9819,317837,471241,153404,153404,92656,,70567,,72839,,50137,,,,,,
,,,6863,永道-KY,,,,183224,,,,,,,,,,,0.61,1,,上市,115,34956,,,,,,,,45940,,229164,,,,,,45907,33,,,68416,,12480,933757,1157370,223613,223613,155197,,80896,,229096,68,45940,,,,,,
,,,6869,雲豹能源,,,,-6081,,,,,,,,,,,-0.99,1,4682,上市,115,13133,,,,,,19159,,-101316,,-107397,,,,,,-132550,31234,,,131204,,-219387,1339969,1664428,324459,309982,178778,,-88183,,-137584,30187,-101316,,,,,,
,,,6873,泓德能源,,,,192600,,,,,,,,,,,0.25,1,,上市,115,23061,,,,,,121262,,33744,,226344,,,,,,35347,-1603,,,188431,,-131626,847804,1424144,576340,455078,266647,,56805,,185737,40607,33744,,,,,,
,,,6885,全福生技,,,,64,,,,,,,,,,,-0.50,1,,上市,115,,,,,,,,,-75995,,-75931,,,,,,-65328,-10667,,,-83470,,7475,3143,2823,-320,-320,83150,,-75995,,-65224,-10707,-75995,,,,,,
,,,6887,寶綠特-KY,,,,65836,,,,,,,,,,,-0.62,1,,上市,115,19399,,,,,,,,-46071,,19765,,,,,,-46071,,,,-18684,,-7988,653748,858086,204338,204338,223022,,-26672,,19765,,-46071,,,,,,
,,,6890,來億-KY,,,,395987,,,,,,,,,,,0.75,1,,上市,115,79399,,,,,,,,167660,,563647,,,,,,188095,-20435,,,180410,,66649,6253040,7077691,824651,824651,644241,,247059,,561399,2248,167660,,,,,,
,,,6901,鑽石投資,,,,,,,,,,,,,,,-0.42,1,,上市,115,,,,,,,,,-355932,,-355932,,,,,,,,,,-368333,,12401,,-336282,-336282,-336282,32051,,-355932,,,,-355932,,,,,,
