保留盈餘,公司代號,公司名稱,共同控制下前手權益,其他權益,出表日期,合併前非屬共同控制股權,季別,年度,庫藏股票,待註銷股本股數,權益─具證券性質之虛擬通貨,權益總計,歸屬於母公司業主之權益合計,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,流動負債,流動資產,股本,負債總計,資本公積,資產總計,非控制權益,非流動負債,非流動資產,預收股款（權益項下）之約當發行股數（單位：股）
1507297.00,6416,瑞祺電通,,-84070.00,1150905,,2,115,,0.00,,3738430.00,3601908.00,0.00,49.11,2456840.00,4728210.00,733485.00,3181364.00,1445196.00,6919794.00,136522.00,724524.00,2191584.00,0.00
139446.00,6426,統新,,-33145.00,1150905,,2,115,,,,998692.00,998692.00,0.00,25.93,111677.00,906218.00,385090.00,113751.00,507301.00,1112443.00,,2074.00,206225.00,0.00
-727956.00,6431,光麗-KY,,-15552.00,1150905,,2,115,,,,511401.00,505410.00,0.00,5.19,363325.00,403039.00,973988.00,620739.00,274930.00,1132140.00,5991.00,257414.00,729101.00,0.00
1944426.00,6438,迅得,,752227.00,1150905,,2,115,,,,6477430.00,6344431.00,0.00,77.18,3779399.00,6888185.00,822063.00,4759672.00,2825715.00,11237102.00,132999.00,980273.00,4348917.00,0.00
3888807.00,6442,光聖,,-1606733.00,1150905,,2,115,-66481.00,,,13590598.00,13590598.00,200000.00,166.52,6056039.00,13190848.00,818176.00,6394070.00,10556829.00,19984668.00,0.00,338031.00,6793820.00,1367397.00
-2120367.00,6443,元晶,,238.00,1150905,,2,115,,,,3337748.00,3334889.00,0.00,6.50,1342425.00,1426375.00,5127967.00,2992753.00,327051.00,6330501.00,2859.00,1650328.00,4904126.00,0.00
10959079.00,6446,藥華藥,,-1059458.00,1150905,,2,115,-2717606.00,,,36816077.00,36816077.00,8001000.00,98.54,6363881.00,33588880.00,4224333.00,7294881.00,25409729.00,44110958.00,,931000.00,10522078.00,0.00
2081561.00,6449,鈺邦,,2821036.00,1150905,,2,115,-40374.00,0.00,,6998382.00,6925337.00,1000000.00,76.20,4471390.00,5124464.00,918860.00,4613892.00,1144254.00,11612274.00,73045.00,142502.00,6487810.00,0.00
2507928.00,6451,訊芯-KY,,259051.00,1150905,,2,115,-108347.00,,,9720933.00,8518680.00,1291000.00,75.41,8445156.00,12980257.00,1142555.00,11415013.00,4717493.00,21135946.00,1202253.00,2969857.00,8155689.00,0.00
18116305.00,6456,GIS-KY,,-41289.00,1150905,,2,115,-176665.00,0.00,,29501250.00,29475426.00,3864000.00,88.23,17066921.00,39548385.00,3379398.00,26942573.00,8197677.00,56443823.00,25824.00,9875652.00,16895438.00,0.00
3576202.00,6464,台數科,,-3174.00,1150905,,2,115,0.00,0.00,,8770835.00,8344264.00,0.00,64.79,3730975.00,1858946.00,1339328.00,9370333.00,3431908.00,18141168.00,426571.00,5639358.00,16282222.00,0.00
7652392.00,6472,保瑞,,-86222.00,1150905,,2,115,-166912.00,2077.00,,17535498.00,15124854.00,454000.00,118.57,18817283.00,24395699.00,1280145.00,34541633.00,6445451.00,52077131.00,2410644.00,15724350.00,27681432.00,275200.00
622817.00,6477,安集,,-42501.00,1150905,,2,115,,,,3358969.00,3155510.00,0.00,25.49,931681.00,1221776.00,1237872.00,4698333.00,1337322.00,8057302.00,203459.00,3766652.00,6835526.00,0.00
6943188.00,6491,晶碩,,-106168.00,1150905,,2,115,-340652.00,,,11666669.00,11560250.00,1200000.00,150.52,4705909.00,6950586.00,780000.00,5294926.00,4283882.00,16961595.00,106419.00,589017.00,10011009.00,0.00
2509989.00,6504,南六,,-217241.00,1150905,,2,115,,0.00,,3472275.00,3472215.00,0.00,47.83,4153777.00,4940475.00,726000.00,6175881.00,453467.00,9648156.00,60.00,2022104.00,4707681.00,0.00
210576824.00,6505,台塑化,,149649806.00,1150905,,2,115,,,,492419869.00,486911207.00,0.00,51.11,80795079.00,420623421.00,95259597.00,98037336.00,31424980.00,590457205.00,5508662.00,17242257.00,169833784.00,0.00
3412462.00,6515,穎崴,,-48338.00,1150905,,2,115,,,,8620318.00,8620318.00,0.00,236.53,5451927.00,12270743.00,364448.00,7022897.00,4891746.00,15643215.00,,1570970.00,3372472.00,0.00
2773250.00,6525,捷敏-KY,,25007.00,1150905,,2,115,,,,4713267.00,4713267.00,0.00,36.52,2102995.00,4427484.00,1290474.00,2515469.00,624536.00,7228736.00,,412474.00,2801252.00,0.00
7860902.00,6526,達發,,436079.00,1150905,,2,115,,,,21189841.00,18854783.00,0.00,112.56,8581985.00,20539114.00,1675056.00,9526784.00,8882746.00,30716625.00,2335058.00,944799.00,10177511.00,0.00
5057235.00,6531,愛普*,,104305.00,1150905,,2,115,,,,12751890.00,12569099.00,0.00,77.04,3984861.00,14887634.00,815989.00,4131371.00,6591570.00,16883261.00,182791.00,146510.00,1995627.00,687.00
-173031.00,6533,晶心科,,10291.00,1150905,,2,115,,,,4284338.00,4284338.00,0.00,84.59,324834.00,1615223.00,506509.00,1774116.00,3940569.00,6058454.00,,1449282.00,4443231.00,0.00
1065905.00,6534,正瀚-創,,13556.00,1150905,,2,115,-191728.00,0.00,,2634586.00,2634586.00,2000000.00,26.14,1002679.00,1091816.00,1028000.00,1170872.00,718853.00,3805458.00,0.00,168193.00,2713642.00,0.00
-16407899.00,6541,泰福-KY,,-184673.00,1150905,,2,115,,0.00,,4965517.00,4965517.00,0.00,18.74,823780.00,1208874.00,2649934.00,2669236.00,18908155.00,7634753.00,,1845456.00,6425879.00,0.00
-19896101.00,6550,北極星藥業-KY,,523478.00,1150905,,2,115,,0.00,,4540895.00,4540895.00,0.00,5.07,501622.00,2570373.00,8947927.00,2842758.00,14965591.00,7383653.00,0.00,2341136.00,4813280.00,0.00
-36245.00,6552,易華電,,1669341.00,1150905,,2,115,,,,2659873.00,,0.00,32.05,1227241.00,753104.00,830000.00,1231284.00,196777.00,3891157.00,,4043.00,3138053.00,0.00
87887.00,6558,興能高,,-15450.00,1150905,,2,115,,0.00,,1329957.00,1329957.00,0.00,14.18,519882.00,1079924.00,937889.00,553114.00,319631.00,1883071.00,,33232.00,803147.00,0.00
-168378.00,6573,虹揚-KY,0.00,-53611.00,1150905,,2,115,,,,661440.00,583004.00,0.00,7.24,873304.00,595823.00,804993.00,1072605.00,0.00,1734045.00,78436.00,199301.00,1138222.00,0.00
1817117.00,6579,研揚,,168913.00,1150905,,2,115,,0.00,,12125923.00,10180080.00,0.00,60.08,3772766.00,8338932.00,1694512.00,4281673.00,6499538.00,16407596.00,1945843.00,508907.00,8068664.00,0.00
2271280.00,6581,鋼聯,,,1150905,,2,115,,,,4383205.00,4383205.00,0.00,39.39,524816.00,758959.00,1112709.00,993088.00,999216.00,5376293.00,,468272.00,4617334.00,0.00
3672677.00,6582,申豐,,1380691.00,1150905,,2,115,,,,6864343.00,6864343.00,0.00,64.65,322078.00,383730.00,1061741.00,330071.00,749234.00,7194414.00,,7993.00,6810684.00,0.00
2215761.00,6585,鼎基,,5775.00,1150905,,2,115,,0.00,,3923344.00,3923344.00,0.00,54.39,1267064.00,2222579.00,721336.00,1416296.00,980472.00,5339640.00,,149232.00,3117061.00,0.00
-335758.00,6589,台康生技,,-25898.00,1150905,,2,115,-496251.00,0.00,,7792326.00,7792326.00,8219000.00,26.07,1127470.00,3895198.00,3070762.00,2811347.00,5579471.00,10603673.00,,1683877.00,6708475.00,205000.00
624457.00,6591,動力-KY,,52974.00,1150905,,2,115,,,,2161240.00,2156171.00,0.00,52.43,637856.00,1594682.00,411225.00,1228611.00,1067515.00,3389851.00,5069.00,590755.00,1795169.00,0.00
13475952.00,6592,和潤企業,,-157054.00,1150905,,2,115,,0.00,,42986484.00,37877322.00,0.00,52.38,285740182.00,300492501.00,7418450.00,288745851.00,17139974.00,331732335.00,5109162.00,3005669.00,31239834.00,0.00
-368776.00,6598,ABC-KY,,3728.00,1150905,,2,115,,,,701530.00,701530.00,0.00,6.82,128811.00,934031.00,1028191.00,371792.00,38387.00,1073322.00,,242981.00,139291.00,0.00
16089099.00,6605,帝寶,,-158931.00,1150905,,2,115,,,,20613548.00,20088519.00,0.00,121.15,10387138.00,15838197.00,1658164.00,13208337.00,2500187.00,33821885.00,525029.00,2821199.00,17983688.00,0.00
412739.00,6606,建德工業,,-12440.00,1150905,,2,115,,0.00,,1693022.00,1648635.00,0.00,14.95,512185.00,1227300.00,1103038.00,647865.00,145298.00,2340887.00,44387.00,135680.00,1113587.00,0.00
391286.00,6614,資拓宏宇,,,1150905,,2,115,,,,1521934.00,1521934.00,0.00,18.87,2766365.00,3823489.00,806605.00,2834084.00,324043.00,4356018.00,,67719.00,532529.00,0.00
619942.00,6625,必應,,21784.00,1150905,,2,115,,,,1895625.00,1892470.00,0.00,32.64,1396350.00,1960067.00,579724.00,1841772.00,671020.00,3737397.00,3155.00,445422.00,1777330.00,0.00
503350.00,6641,基士德-KY,,-20992.00,1150905,,2,115,0.00,,,1506777.00,1514235.00,0.00,41.49,705593.00,1293641.00,365000.00,739616.00,666877.00,2246393.00,-7458.00,34023.00,952752.00,0.00
-203790.00,6645,金萬林-創,,309.00,1150905,,2,115,-5144.00,0.00,,438305.00,419356.00,240000.00,6.92,398872.00,426544.00,608640.00,604358.00,19341.00,1042663.00,18949.00,205486.00,616119.00,0.00
676459.00,6655,科定,,1953590.00,1150905,,2,115,-186211.00,,,3271868.00,3271868.00,2014000.00,41.65,1966364.00,1922513.00,805718.00,7043102.00,22312.00,10314970.00,0.00,5076738.00,8392457.00,0.00
-194238.00,6657,華安,,-4.00,1150905,,2,115,-39587.00,,,712927.00,712927.00,900000.00,8.11,64286.00,703736.00,888080.00,71136.00,58676.00,784063.00,,6850.00,80327.00,0.00
425036.00,6658,聯策,,95248.00,1150905,,2,115,,,,1472047.00,1425471.00,0.00,39.19,1277162.00,2077978.00,363700.00,2057434.00,541487.00,3529481.00,46576.00,780272.00,1451503.00,0.00
443903.00,6666,羅麗芬-KY,,68413.00,1150905,,2,115,,0.00,,1845369.00,1816771.00,0.00,38.34,648831.00,1018834.00,473880.00,711722.00,830575.00,2557091.00,28598.00,62891.00,1538257.00,0.00
-89339.00,6668,中揚光,,171471.00,1150905,,2,115,,,,2252512.00,2229742.00,0.00,20.82,805406.00,1296379.00,1071161.00,1502352.00,1076449.00,3754864.00,22770.00,696946.00,2458485.00,0.00
81510574.00,6669,緯穎,,4438098.00,1150905,,2,115,,0.00,,137262713.00,137262713.00,0.00,734.59,388076794.00,512713767.00,5585384.00,419663002.00,45728657.00,556925715.00,,31586208.00,44211948.00,0.00
10292755.00,6670,復盛應用,,-24256.00,1150905,,2,115,,,,18683828.00,15528904.00,0.00,111.41,10272079.00,20590521.00,1393870.00,12544435.00,3866535.00,31228263.00,3154924.00,2272356.00,10637742.00,0.00
576932.00,6671,三能-KY,,-52679.00,1150905,,2,115,,,,1801701.00,1780652.00,0.00,29.31,410553.00,1212381.00,607500.00,456585.00,648899.00,2258286.00,21049.00,46032.00,1045905.00,0.00
2121575.00,6672,騰輝電子-KY,,76048.00,1150905,,2,115,,,,4804496.00,4804492.00,0.00,58.86,1539389.00,4787745.00,816202.00,2002909.00,1790667.00,6807405.00,4.00,463520.00,2019660.00,0.00
-132969.00,6674,鋐寶科技,,-13616.00,1150905,,2,115,,0.00,,779982.00,779982.00,0.00,11.38,322489.00,984044.00,685507.00,325304.00,241060.00,1105286.00,,2815.00,121242.00,0.00
271302.00,6689,伊雲谷,,83993.00,1150905,,2,115,-9941.00,0.00,,3117767.00,2893189.00,200000.00,42.67,3090220.00,5212868.00,680000.00,3328512.00,1867835.00,6446279.00,224578.00,238292.00,1233411.00,0.00
4180431.00,6691,洋基工程,,61927.00,1150905,,2,115,-169116.00,,,7414780.00,7414780.00,890000.00,61.48,18810022.00,25437911.00,1335469.00,19101288.00,2006069.00,26516068.00,,291266.00,1078157.00,0.00
-585939.00,6695,芯鼎,,-4063.00,1150905,,2,115,,,,1857328.00,1857328.00,0.00,17.37,262966.00,1694894.00,1070783.00,340737.00,1376547.00,2198065.00,,77771.00,503171.00,488.00
-80344.00,6698,旭暉應材,,5277.00,1150905,,2,115,-24187.00,0.00,,1677326.00,981759.00,602000.00,14.92,904927.00,1080836.00,663898.00,950772.00,417115.00,2628098.00,695567.00,45845.00,1547262.00,0.00
824668.00,6706,惠特,,133764.00,1150905,,2,115,,,,3709152.00,3709152.00,0.00,47.22,1621917.00,3343935.00,785494.00,3937067.00,1965226.00,7646219.00,,2315150.00,4302284.00,568.00
932149.00,6715,嘉基,,30262.00,1150905,,2,115,-35721.00,,,3753919.00,3682037.00,300000.00,54.17,883622.00,2826489.00,682740.00,947062.00,2072607.00,4700981.00,71882.00,63440.00,1874492.00,0.00
2515594.00,6719,力智,,10951.00,1150905,,2,115,,0.00,,14107771.00,14107771.00,0.00,133.70,1537546.00,15188955.00,1055170.00,3217179.00,10526056.00,17324950.00,,1679633.00,2135995.00,0.00
571471.00,6722,輝創,,-26244.00,1150905,,2,115,,0.00,,2549846.00,2549846.00,0.00,28.84,1841821.00,2820069.00,884000.00,2254535.00,1120619.00,4804381.00,,412714.00,1984312.00,0.00
-61624.00,6742,澤米,,12057.00,1150905,,2,115,-40217.00,,,1200180.00,1200180.00,773000.00,17.03,412716.00,981631.00,712679.00,463880.00,577285.00,1664060.00,,51164.00,682429.00,0.00
813984.00,6743,安普新,,-254586.00,1150905,,2,115,-185294.00,,,2280735.00,2280735.00,2500000.00,15.46,6297711.00,5306579.00,1500000.00,7079677.00,406631.00,9360412.00,0.00,781966.00,4053833.00,0.00
2729501.00,6753,龍德造船,,8653.00,1150905,,2,115,,,,5319370.00,,0.00,45.37,3954061.00,5983183.00,1172541.00,5517056.00,1408675.00,10836426.00,,1562995.00,4853243.00,857.00
879694.00,6754,匯僑設計,,-51849.00,1150905,,2,115,,,,2174932.00,2174932.00,0.00,32.95,1997513.00,3417206.00,660000.00,2188471.00,687087.00,4363403.00,,190958.00,946197.00,0.00
603706.00,6756,威鋒電子,,117987.00,1150905,,2,115,,,,3068128.00,3034647.00,0.00,43.36,958022.00,1746822.00,699900.00,1145875.00,1613054.00,4214003.00,33481.00,187853.00,2467181.00,0.00
3287178.00,6757,台灣虎航,,1694.00,1150905,,2,115,,0.00,,7885501.00,,0.00,17.16,12461167.00,14141756.00,4595300.00,20809268.00,1329.00,28694769.00,,8348101.00,14553013.00,0.00
4080011.00,6768,志強-KY,,68131.00,1150905,,2,115,,,,14709063.00,14709063.00,0.00,73.51,6600067.00,14442589.00,2000951.00,9292326.00,8559970.00,24001389.00,,2692259.00,9558800.00,0.00
29318765.00,6770,力積電,,29771.00,1150905,,2,115,,,,128876891.00,128876891.00,0.00,27.35,20013769.00,99256953.00,47126232.00,68182634.00,52402123.00,197059525.00,,48168865.00,97802572.00,321260.00
237040.00,6771,平和環保-創,,,1150905,,2,115,,,,838143.00,828991.00,0.00,26.59,558547.00,524468.00,311795.00,580006.00,280156.00,1418149.00,9152.00,21459.00,893681.00,0.00
840640.00,6776,展碁國際,0.00,-8976.00,1150905,,2,115,,0.00,,3277297.00,2768717.00,0.00,30.23,10085918.00,10866142.00,915814.00,10692044.00,1021239.00,13969341.00,508580.00,606126.00,3103199.00,0.00
9626242.00,6781,AES-KY,,1147536.00,1150905,,2,115,,,,17698669.00,17697906.00,0.00,207.19,8967283.00,23810494.00,854188.00,9585343.00,6069940.00,27284012.00,763.00,618060.00,3473518.00,0.00
2191175.00,6782,視陽,,186628.00,1150905,,2,115,,0.00,,4458634.00,4438810.00,0.00,70.46,2148001.00,2375076.00,630000.00,2402991.00,1431007.00,6861625.00,19824.00,254990.00,4486549.00,0.00
7880257.00,6789,采鈺,,-69625.00,1150905,,2,115,,,,18453441.00,,0.00,57.98,3834128.00,14071712.00,3182991.00,4200503.00,7459818.00,22653944.00,,366375.00,8582232.00,0.00
1659898.00,6790,永豐實,,66748.00,1150905,,2,115,,,,5588043.00,5588043.00,0.00,20.92,3309395.00,5043498.00,2671290.00,5281395.00,1190107.00,10869438.00,0.00,1972000.00,5825940.00,0.00
548094.00,6792,詠業,,33131.00,1150905,,2,115,-85925.00,,,1586882.00,1586882.00,1000000.00,33.85,497885.00,1691954.00,478753.00,529942.00,612829.00,2116824.00,,32057.00,424870.00,0.00
-768326.00,6794,向榮生技,,-11740.00,1150905,,2,115,,0.00,,818632.00,,0.00,12.86,20207.00,743975.00,636370.00,76833.00,962328.00,895465.00,,56626.00,151490.00,0.00
37870.00,6796,晉弘,,-5371.00,1150905,,2,115,,0.00,,852266.00,852266.00,0.00,21.18,439619.00,1116799.00,402340.00,801985.00,417427.00,1654251.00,,362366.00,537452.00,0.00
657640.00,6799,來頡,,-1998.00,1150905,,2,115,-28425.00,0.00,,1647496.00,1647496.00,269000.00,37.98,293915.00,1748178.00,436522.00,296301.00,583757.00,1943797.00,,2386.00,195619.00,0.00
4971062.00,6805,富世達,,358255.00,1150905,,2,115,,0.00,,8353743.00,8353743.00,0.00,121.86,6940171.00,14617642.00,685539.00,7630650.00,2338887.00,15984393.00,,690479.00,1366751.00,0.00
751655.00,6807,峰源-KY,,216152.00,1150905,,2,115,,0.00,,2509419.00,2509419.00,0.00,46.47,886198.00,2205999.00,540000.00,915749.00,1001612.00,3425168.00,,29551.00,1219169.00,0.00
429363.00,6830,汎銓,,38901.00,1150905,,2,115,,,,3395213.00,3395213.00,0.00,62.40,1364114.00,1644405.00,544137.00,3188210.00,2382812.00,6583423.00,,1824096.00,4939018.00,0.00
411374.00,6831,邁科,,26832.00,1150905,,2,115,,0.00,,2744930.00,2744930.00,0.00,40.67,2461615.00,3773820.00,675000.00,2698954.00,1631724.00,5443884.00,,237339.00,1670064.00,0.00
239314.00,6834,天二科技,,-19066.00,1150905,,2,115,,,,1542940.00,1542940.00,0.00,17.44,1036252.00,1588321.00,884711.00,1061000.00,437981.00,2603940.00,,24748.00,1015619.00,0.00
605971.00,6835,圓裕,,22047.00,1150905,,2,115,-18444.00,,,1763038.00,1759233.00,444000.00,26.77,1357954.00,3039994.00,661723.00,2368835.00,487936.00,4131873.00,3805.00,1010881.00,1091879.00,0.00
-2319400.00,6838,台新藥,,-98284.00,1150905,,2,115,,0.00,,1371810.00,1371255.00,0.00,9.08,94938.00,1388793.00,1509771.00,554094.00,2279168.00,1925904.00,555.00,459156.00,537111.00,0.00
-6305954.00,6854,錼創科技-KY創,,271349.00,1150905,,2,115,-96178.00,0.00,,3409636.00,3409636.00,608000.00,29.12,1690595.00,4239570.00,1176786.00,2154233.00,8363633.00,5563869.00,,463638.00,1324299.00,0.00
754509.00,6861,睿生光電,,-68009.00,1150905,,2,115,,,,1557899.00,1557899.00,0.00,37.45,1285335.00,2697287.00,415992.00,1419855.00,455407.00,2977754.00,,134520.00,280467.00,0.00
1104319.00,6862,三集瑞-KY,,20828.00,1150905,,2,115,,,,2898045.00,2898045.00,0.00,57.96,1245095.00,2630223.00,500000.00,2319518.00,1272898.00,5217563.00,,1074423.00,2587340.00,0.00
1072121.00,6863,永道-KY,,123666.00,1150905,,2,115,,,,6230644.00,6229541.00,0.00,83.18,3096806.00,5704764.00,748880.00,4187032.00,4284874.00,10417676.00,1103.00,1090226.00,4712912.00,0.00
298345.00,6869,雲豹能源,,-36233.00,1150905,,2,115,-546273.00,0.00,,5441821.00,4542070.00,4480000.00,34.06,6087682.00,6032800.00,1378300.00,11142101.00,3447931.00,16583922.00,899751.00,5054419.00,10551122.00,0.00
1139855.00,6873,泓德能源,,85468.00,1150905,,2,115,-255036.00,0.00,,11414816.00,9838463.00,2886000.00,70.39,10948466.00,11397763.00,1426491.00,22078104.00,7441685.00,33492920.00,1576353.00,11129638.00,22095157.00,0.00
-803852.00,6885,全福生技,,17902.00,1150905,,2,115,,0.00,,1620238.00,1542820.00,0.00,11.59,37441.00,1046811.00,1330610.00,42912.00,998160.00,1663150.00,77418.00,5471.00,616339.00,0.00
799781.00,6887,寶綠特-KY,,123687.00,1150905,,2,115,,0.00,,3009763.00,3009763.00,0.00,40.58,1902731.00,3746505.00,741755.00,1959236.00,1344540.00,4968999.00,,56505.00,1222494.00,0.00
6427070.00,6890,來億-KY,,-1068651.00,1150905,,2,115,,0.00,,24309678.00,23315053.00,0.00,93.15,5874762.00,21426898.00,2502958.00,11043082.00,15453676.00,35352760.00,994625.00,5168320.00,13925862.00,0.00
1889763.00,6901,鑽石投資,,,1150905,,2,115,,,,12310230.00,,0.00,14.43,69437.00,7241544.00,8533600.00,125995.00,1886867.00,12436225.00,,56558.00,5194681.00,0.00
38098.00,6902,GOGOLOOK,,-13310.00,1150905,,2,115,,0.00,,814597.00,814597.00,0.00,22.93,511689.00,1182332.00,355299.00,615059.00,434510.00,1429656.00,,103370.00,247324.00,0.00
76134.00,6906,現觀科,,3550.00,1150905,,2,115,-181485.00,0.00,,694798.00,694798.00,1300000.00,21.55,285593.00,970910.00,335374.00,294211.00,461225.00,989009.00,,8618.00,18099.00,0.00
37972.00,6908,宏碁遊戲-創,0.00,32089.00,1150905,,2,115,,0.00,,2050103.00,1299889.00,0.00,34.96,1286153.00,2127569.00,371800.00,1501522.00,858028.00,3551625.00,750214.00,215369.00,1424056.00,0.00
119770.00,6909,創控,,-5703.00,1150905,,2,115,,0.00,,1023008.00,,0.00,15.17,122384.00,1031315.00,675506.00,138539.00,233435.00,1161547.00,,16155.00,130232.00,225300.00
1169336.00,6914,阜爾運通,,2908.00,1150905,,2,115,,,,3607097.00,3607097.00,0.00,54.47,3100565.00,2442543.00,794712.00,7636726.00,1640141.00,11243823.00,,4536161.00,8801280.00,0.00
142006.00,6916,華凌,,42032.00,1150905,,2,115,,,,1050946.00,1045348.00,0.00,15.49,1299072.00,1419425.00,675000.00,1577542.00,186310.00,2628488.00,5598.00,278470.00,1209063.00,0.00
331654.00,6918,愛派司,,16920.00,1150905,,2,115,-43937.00,0.00,,1202827.00,1199777.00,500000.00,35.21,183174.00,1067826.00,345710.00,345577.00,549430.00,1548404.00,3050.00,162403.00,480578.00,0.00
-250228.00,6919,康霈*,,-462733.00,1150905,,2,115,-130521.00,0.00,,9206981.00,9206981.00,901000.00,5.92,69932.00,4198291.00,778600.00,223877.00,9271863.00,9430858.00,,153945.00,5232567.00,0.00
-55020.00,6921,嘉雨思-創,,0.00,1150905,,2,115,,,,267471.00,,0.00,8.34,33776.00,164781.00,320619.00,33776.00,1872.00,301247.00,,,136466.00,0.00
482080.00,6923,中台,,-59386.00,1150905,,2,115,-85702.00,,,2501487.00,2501487.00,1049000.00,27.66,838431.00,532607.00,914880.00,1719470.00,1249615.00,4220957.00,,881039.00,3688350.00,0.00
195129.00,6924,榮惠-KY創,,11140.00,1150905,,2,115,0.00,0.00,,557111.00,557111.00,0.00,27.01,638560.00,1146492.00,206240.00,674652.00,144602.00,1231763.00,,36092.00,85271.00,0.00
19583.00,6928,攸泰科技,,26337.00,1150905,,2,115,,0.00,,2012538.00,2012538.00,0.00,23.40,637374.00,2340391.00,860000.00,698374.00,1106618.00,2710912.00,,61000.00,370521.00,0.00
243161.00,6931,青松健康,,141.00,1150905,,2,115,,0.00,,1330111.00,1296946.00,0.00,19.61,250903.00,1053501.00,661522.00,1465055.00,392122.00,2795166.00,33165.00,1214152.00,1741665.00,0.00
648546.00,6933,AMAX-KY,,44207.00,1150905,,2,115,,0.00,,2514435.00,2514435.00,0.00,59.28,3634819.00,5923950.00,424181.00,3795907.00,1397501.00,6310342.00,,161088.00,386392.00,0.00
-759551.00,6934,心誠鎂,,168.00,1150905,,2,115,,0.00,,529571.00,529571.00,0.00,14.66,51957.00,472160.00,361303.00,138117.00,927651.00,667688.00,,86160.00,195528.00,0.00
414513.00,6936,永鴻生技,,,1150905,,2,115,,0.00,,1325447.00,,0.00,18.21,433048.00,1133832.00,728040.00,449670.00,182894.00,1775117.00,,16622.00,641285.00,0.00
1212099.00,6937,天虹,,9581.00,1150905,,2,115,-31962.00,0.00,,3589981.00,3545804.00,180000.00,52.55,1390698.00,3680067.00,676553.00,1621333.00,1679533.00,5211314.00,44177.00,230635.00,1531247.00,0.00
4208218.00,6944,兆聯實業,,50887.00,1150905,,2,115,,0.00,,8463803.00,8463803.00,0.00,110.37,9279652.00,15156066.00,996943.00,9762543.00,3207755.00,18226346.00,,482891.00,3070280.00,0.00
550548.00,6947,台鎔科技,,,1150905,,2,115,,,,2270548.00,2270548.00,0.00,24.07,1591194.00,976574.00,943333.00,5722358.00,776667.00,7992906.00,,4131164.00,7016332.00,0.00
-1796683.00,6949,沛爾生醫-創,,322.00,1150905,,2,115,-600.00,0.00,,2821987.00,2572043.00,30000.00,39.24,232187.00,2338714.00,655801.00,333591.00,3713203.00,3155578.00,249944.00,101404.00,816864.00,0.00
236326.00,6951,青新-創,,,1150905,,2,115,,0.00,,1113021.00,1113021.00,0.00,24.20,572150.00,584325.00,520000.00,596846.00,356695.00,1709867.00,,24696.00,1125542.00,0.00
362491.00,6952,大武山,0.00,,1150905,,2,115,-49013.00,0.00,,1829853.00,1464038.00,1000000.00,21.74,1166036.00,687439.00,683450.00,2013082.00,467110.00,3842935.00,365815.00,847046.00,3155496.00,0.00
101802.00,6955,邦睿生技-創,,-37.00,1150905,,2,115,,0.00,,656716.00,656716.00,0.00,26.48,64110.00,639897.00,303810.00,66173.00,251141.00,722889.00,,2063.00,82992.00,0.00
618137.00,6957,裕慶-KY,,51617.00,1150905,,2,115,-120160.00,,,2452263.00,2370449.00,684000.00,43.23,1169588.00,2666698.00,555130.00,2803032.00,1265725.00,5255295.00,81814.00,1633444.00,2588597.00,0.00
185793.00,6958,日盛台駿,,246979.00,1150905,,2,115,0.00,,,10716789.00,10546751.00,0.00,23.90,52600042.00,48047723.00,4614539.00,63283797.00,5499440.00,74000586.00,170038.00,10683755.00,25952863.00,0.00
9399891.00,6962,奕力-KY,,100933.00,1150905,,2,115,,,,19902567.00,19902567.00,0.00,40.42,5127815.00,12267795.00,4923966.00,5747922.00,5477777.00,25650489.00,,620107.00,13382694.00,0.00
4862380.00,6965,中傑-KY,,-480039.00,1150905,,2,115,,,,11591495.00,11400117.00,0.00,72.92,6827646.00,12336444.00,1563360.00,7280606.00,5454416.00,18872101.00,191378.00,452960.00,6535657.00,0.00
-226771.00,6969,成信實業*-創,,,1150905,,2,115,,0.00,,485160.00,485160.00,0.00,11.06,183264.00,358537.00,709197.00,632988.00,2734.00,1118148.00,,449724.00,759611.00,0.00
-73058.00,6988,威力暘-創,,22004.00,1150905,,2,115,-39835.00,0.00,,694961.00,694961.00,2200000.00,15.31,237677.00,702415.00,476000.00,568498.00,309850.00,1263459.00,,330821.00,561044.00,0.00
289783.00,6994,富威電力,,548.00,1150905,,2,115,-95624.00,0.00,,2675051.00,2324307.00,1802857.00,32.12,2660670.00,3166237.00,741621.00,4508845.00,1387979.00,7183896.00,350744.00,1848175.00,4017659.00,0.00
1617464.00,7610,聯友金屬-創,,-580.00,1150905,,2,115,,0.00,,3130830.00,3116201.00,0.00,64.14,1590657.00,4604989.00,583055.00,3447835.00,916262.00,6578665.00,14629.00,1857178.00,1973676.00,0.00
374967.00,7631,聚賢研發-創,,6404.00,1150905,,2,115,,0.00,,922252.00,922252.00,0.00,45.79,750789.00,1620268.00,201420.00,974008.00,339461.00,1896260.00,,223219.00,275992.00,0.00
800345.00,7689,大鵬科CLMX,,-340.00,1150905,,2,115,,,,1686518.00,1686518.00,0.00,31.72,2253618.00,3719825.00,531643.00,4362221.00,354870.00,6048739.00,,2108603.00,2328914.00,0.00
305543.00,7705,三商餐飲,,-6944.00,1150905,,2,115,,0.00,,1499940.00,1499940.00,0.00,22.70,1713634.00,1036383.00,660673.00,2445996.00,540668.00,3945936.00,0.00,732362.00,2909553.00,0.00
